id,grade,level,solution_len,topic,task_text
7-F1-4-L6-g678,7,6,79,Комбинаторика и графы,Два внутренних угла треугольника равны $113^\circ$ и $55^\circ$. Найдите внешний угол при третьей вершине.
8-C2-1-L6-g678,8,6,79,Системы и текстовые задачи,Два внутренних угла треугольника равны $112^\circ$ и $50^\circ$. Найдите внешний угол при третьей вершине.
8-C2-5-L6-g678,8,6,79,Системы и текстовые задачи,Два внутренних угла треугольника равны $115^\circ$ и $52^\circ$. Найдите внешний угол при третьей вершине.
8-F1-2-L6-g678,8,6,79,Теория чисел: остатки и диофантовы,Два внутренних угла треугольника равны $102^\circ$ и $66^\circ$. Найдите внешний угол при третьей вершине.
10-B3-2-L6-g911,10,6,80,Тригонометрия,"У Васи было $60$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{2}$ остатка. Сколько рублей осталось?"
10-G2-10-L6-gf,10,6,80,"Логика, множества, функции и отображения",Можно ли покрыть прямоугольник $8\times8$ без двух противоположных угловых клеток доминошками $1\times2$?
11-G2-4-L6-gh3,11,6,80,"Комбинаторика, графы, логика",Можно ли покрыть прямоугольник $6\times6$ без двух противоположных угловых клеток доминошками $1\times2$?
7-G2-2-L6-g678,7,6,80,Логика и инварианты,Можно ли покрыть прямоугольник $10\times10$ без двух противоположных угловых клеток доминошками $1\times2$?
8-B2-4-L6-g678,8,6,80,Неравенства и преобразования,"У Васи было $60$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{4}$ остатка. Сколько рублей осталось?"
11-B3-1-L6-gh3,11,6,81,Тригонометрия и смешанные уравнения,"У Васи было $120$ рублей. Сначала он потратил $\d\frac{1}{4}$ всех денег, а затем $\d\frac{1}{3}$ остатка. Сколько рублей осталось?"
5-B2-29-L6-g,5,6,81,"Дроби, доли, проценты","У Васи было $120$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{4}$ остатка. Сколько рублей осталось?"
6-B1-5-L6-g678,6,6,81,"Дроби, отношения, проценты","У Васи было $120$ рублей. Сначала он потратил $\d\frac{1}{3}$ всех денег, а затем $\d\frac{1}{2}$ остатка. Сколько рублей осталось?"
7-B2-4-L6-g678,7,6,81,Линейные уравнения и системы,"У Васи было $120$ рублей. Сначала он потратил $\d\frac{1}{2}$ всех денег, а затем $\d\frac{1}{2}$ остатка. Сколько рублей осталось?"
