id,grade,level,families,solution_len,answer,task_text
11-A2-13-L5-g,11,5,fraction_of_number,95,$\d\frac{11}{20}$,Найдите значение произведения $\prod_{k=2}^{10}\left(1-\d\frac{1}{k^2}\right)$.
11-A2-15-L5-g,11,5,fraction_of_number,95,$\d\frac{29}{56}$,Найдите значение произведения $\prod_{k=2}^{28}\left(1-\d\frac{1}{k^2}\right)$.
11-A2-16-L5-g,11,5,fraction_of_number,94,$\d\frac{6}{11}$,Найдите значение произведения $\prod_{k=2}^{11}\left(1-\d\frac{1}{k^2}\right)$.
11-A2-7-L5-g,11,5,fraction_of_number,95,$\d\frac{31}{60}$,Найдите значение произведения $\prod_{k=2}^{30}\left(1-\d\frac{1}{k^2}\right)$.
11-A2-8-L5-g,11,5,fraction_of_number,95,$\d\frac{11}{21}$,Найдите значение произведения $\prod_{k=2}^{21}\left(1-\d\frac{1}{k^2}\right)$.
11-C6-23,11,6,quadratic_basic,626,$-8$,"Пусть $P(x)=x^3+ax^2+bx+c$, где $a,b,c$ — целые числа. Известно, что $P(\sqrt{3})=0$ и $P(\sqrt{5})=0$. Найдите все возможные значения $P(1)$, если $|P(1)| < 1000$."
11-C6-8,11,6,quadratic_basic,1390,Таких целых $n$ не существует.,"Найдите все целые числа $n$ такие, что многочлен $P(x)=x^3+2x^2-nx+4$ имеет три попарно различных целых корня."
11-C6-9,11,6,quadratic_basic,680,Таких многочленов нет,"Пусть $P(x)=x^3+ax^2+bx+c$ — многочлен с целыми коэффициентами, причём $P(1)=P(-1)=-1$. Известно, что $P(x)$ имеет ровно один целый корень $x_0$, и этот корень лежит на отрезке $[-10,10]$. Найдите все возможные значения $x_0$ и соответствующие им многочлены $P(x)$, если дополнительно известно, что $"
11-C4-12,11,7,quadratic_basic,3287,Пример: $f(x) = \frac{2x^2 - 3}{x}$ (с точностью до умножения на ненулевую константу),"Дана функция $f(x) = \frac{ax^2 + bx + c}{dx + e}$, где $a, b, c, d, e$ — целые числа, причем $d \neq 0$ и $ad \neq 0$. Известно, что уравнение $f(f(x)) = x$ имеет ровно 4 различных вещественных корня, среди которых нет корней, при которых знаменатель обращается в ноль. Найдите все возможные значени"
11-C4-8,11,7,quadratic_basic,2383,"Все пары $(a, b)$, где $t$ — отрицательный делитель 2024, кратный 11, $a$ — целое число, удовлетворяющее $(a+t)^2 < -809","Найдите все пары целых чисел $(a,b)$ таких, что многочлен $P(x) = x^3 + ax^2 + bx + 2024$ имеет ровно один действительный корень, и этот корень является целым числом, кратным 11."
11-C5-22,11,7,quadratic_basic,2514,Нет таких значений (пустое множество),"Даны многочлены $P(x)=x^3+ax^2+bx+c$ и $Q(x)=x^3+dx^2+ex+f$ с целыми коэффициентами, причём $P(1)=Q(1)=0$ и $P(2)=Q(2)=0$. Известно, что $P(x)-Q(x)$ делится на $x^2-1$, а $P(x)+Q(x)$ делится на $x^2-4$. Найдите все возможные значения свободного члена многочлена $P(x)$, если $P(0)$ — простое число."
11-C5a-21,11,7,quadratic_basic,5302,1 и 2,"Даны различные приведённые квадратные трёхчлены $P(x)=x^2-px+q$ и $Q(x)=x^2-rx+s$ с целыми коэффициентами. Известно, что $P(0)$ и $Q(0)$ — простые числа, а числа $p$ и $r$ таковы, что $p$ — корень уравнения $Q(x)=0$, а $r$ — корень уравнения $P(x)=0$. Найдите все возможные значения $|p-r|$."
11-C5a-23,11,7,quadratic_basic,1055,$1151$,"Пусть $a$, $b$, $c$ — корни многочлена $x^3 - 7x^2 + 14x - 8$. Рассмотрим числа $p = a^2 + b^2 + c^2$, $q = a^3 + b^3 + c^3$, $r = a^5 + b^5 + c^5$. Найдите сумму $p + q + r$."
11-C5a-24,11,7,quadratic_basic,823,"Таких значений нет: подходящих троек $(a,b,c)$ не существует.","Даны различные действительные числа $a$, $b$, $c$ такие, что квадратные трехчлены $x^2 + ax + b, \quad x^2 + bx + c, \quad x^2 + cx + a$ имеют ровно один общий корень. Найдите все возможные значения $a + b + c$."
11-C6-11,11,7,quadratic_basic,1060,Делится,"Пусть $P(x) = x^3 + ax^2 + bx + c$ — многочлен с целыми коэффициентами. Известно, что $P(1)=1$, $P(2)=4$ и $P(3)=9$. Докажите, что $P(2025)$ делится на $2025$."
11-C6-12,11,7,quadratic_basic,2850,"Доказано, что $P(x)^2+1$ имеет целый корень.","Дан многочлен $P(x)=x^3+ax^2+bx+c$ с целыми коэффициентами. Известно, что для любого целого $n$ число $P(n)^2+n^2+3$ делится на $P(n^2)+n+5$. Докажите, что $P(x)^2+1$ имеет хотя бы один целый корень."
11-C6-13,11,7,quadratic_basic,1205,$P(x) = -1$ или $P(x) = 0$,"Найдите все многочлены $P(x)$ с целыми коэффициентами, для которых выполняется равенство: $P(x^2 + 1) = (P(x))^2 + 2P(x) + 1.$"
11-C6-14,11,7,quadratic_basic,1453,$13$,"Дан многочлен P(x) = x^4 + a x^3 + b x^2 + c x + d с целыми коэффициентами. Известно, что P(1) = 5, P(2) = 10, P(3) = 17. Найдите наименьшее возможное по модулю значение P(5) при условии, что P(5) > 0."
11-C6-17,11,7,quadratic_basic,476,$x=-4$,"Пусть $P(x) = x^3 + ax^2 + bx + c$ — многочлен с целыми коэффициентами, причём $P(1) = 10$ и $P(-1) = 6$. Известно, что $ac=16$. Докажите, что уравнение $P(x) = 0$ имеет хотя бы один целочисленный корень."
11-C6-19,11,7,quadratic_basic,1525,"Доказано, что $k$ делится на 6.","Пусть $P(x)=x^3+ax^2+bx+c$ — многочлен с целыми коэффициентами, причём $P(1)=0$ и $P(2)=0$. Известно, что существует такое целое число $k$, что уравнение $P(x)=k$ имеет хотя бы один целый корень, отличный от 1 и 2. Докажите, что $k$ делится на 6."
11-C6-20,11,7,quadratic_basic,2562,"Доказательство существования бесконечного множества n, для которых сумма цифр |P(n)| ≥ 3 (справедливо для любых трёх раз","Дан многочлен с целыми коэффициентами $P(x) = x^3 + a x^2 + b x + c$, где $a, b, c \in \mathbb{Z}$. Известно, что многочлен $P(x)$ имеет три различных целых корня: $p, q, r$. Для любого целого числа $n$, отличного от $p, q, r$, рассмотрим значение $P(n)$ и его каноническое разложение на простые множ"
11-C6-24,11,7,quadratic_basic,1209,Многочлен P(x) не имеет целых корней.,"Многочлен с целыми коэффициентами $P(x) = x^5 + a_4 x^4 + a_3 x^3 + a_2 x^2 + a_1 x + a_0$ обладает следующим свойством: существует такое ненулевое целое число $m$, что $P(m) = 7$, а для всех целых $k$ от $1$ до $m-1$ выполнено $P(k) = 2025$. Докажите, что $P(x)$ не имеет целых корней."
11-C6-3,11,7,quadratic_basic,2072,"Второй общий корень — $\sqrt[3]{2} \cdot e^{2\pi i/3}$ (или $\sqrt[3]{2} \cdot \omega$, где $\omega$ — кубический корень","Даны многочлены $P(x) = x^3 + ax^2 + bx + c$ и $Q(x) = x^3 + px^2 + qx + r$ с целыми коэффициентами. Известно, что число $\sqrt[3]{2}$ является общим корнем многочленов $P(x)$ и $Q(x)$. Докажите, что многочлены $P(x)$ и $Q(x)$ имеют ещё один общий корень, и найдите его."
11-C4-17,11,6,quadratic_basic,840,"$x = 1,; x = -2$",Дана функция $f(x) = \frac{x^5 + 2x^3 + x}{x^4 + 2x^2 + 1}$. Решите уравнение $f\left(\frac{1}{x}\right) + f\left(\frac{x}{x+1}\right) = \frac{3}{2}$. Найдите все действительные решения.
11-A2-5-L8-gh6,11,8,quadratic_basic,2427,"$P(x) \equiv 0$, $P(x) \equiv 1$, $P(x) \equiv (-1)^n$, $P(x) = (x)^n$, $P(x) = (-x)^n$, где $n$ — неотрицательное целое","Найдите все многочлены $P(x)$ с действительными коэффициентами, такие что для всех $x \in \mathbb{R}$ выполняется равенство $P(x^2) = P(x)P(-x)$."
11-C4-20,11,7,quadratic_basic,3076,"Все тройки (x,y,z), получаемые перестановками чисел из последовательности: 1, 1, 2, 5, 29, 433,... (задаваемой рекуррент","Решите уравнение в целых числах: $x^2 + y^2 + z^2 = 3xyz.$

**Примечание:** Подстановки и замены переменной могут быть полезны для упрощения уравнения. Попробуйте свести его к более знакомому виду, например, используя замену $a = \frac{x}{\gcd(x,y,z)},$ и т.д."
11-B2-5-L5-g2,11,5,quadratic_basic,1194,$59$,"Числа x, y, z удовлетворяют $x^4 $+ 1 = 62 $x^2 $,$y^4 $+ 1 = 674 $y^2 $,$z^4 $+ 1 = 623 $z^2 $. Найдите наибольшее натуральное n, при котором число $x^2 $+$y^2 $+$z^2 $ делится на n."
11-C4-10,11,6,quadratic_basic,1491,"$x = \sqrt{3}, ; x = -\sqrt{3}$",Решите уравнение: $\left(\frac{x^2 - 1}{x^2 + 1}\right)^3 + \left(\frac{x^2 + 1}{x^2 - 1}\right)^3 = \frac{65}{8}.$
11-C4-19,11,6,quadratic_basic,576,$x=rac{-1\pm\sqrt3}{2}$,Решите уравнение в действительных числах: $(x^2 + x + 1)^2 + (x^2 + x + 2)^2 = 2(x^4 + 2x^3 + 3x^2 + 2x + 3).$
11-C4-14,11,7,quadratic_basic,3461,"(0, 0, 0)","Найдите все тройки действительных чисел $(x, y, z)$, удовлетворяющие системе уравнений:
$
\begin{cases}
x + \sqrt{x^2 + 4y} = \frac{2z}{y+1}, \\
y + \sqrt{y^2 + 4z} = \frac{2x}{z+1}, \\
z + \sqrt{z^2 + 4x} = \frac{2y}{x+1}.
\end{cases}
$

Подсказка: каждая левая часть похожа на выражение, которое мо"
11-C4-22,11,7,quadratic_basic,2091,$x=0$,"Решите уравнение в действительных числах:
$x\sqrt{x^2+1}+\sqrt{x^4+x^2+1} = 2x^2+1.$

Найдите все такие $x$, для которых выполняется равенство."
11-C4-4,11,7,quadratic_basic,1358,$x = \frac{1}{2}$,"Решите уравнение в действительных числах:
$\sqrt{x^2 + 4x + 13} + \sqrt{x^2 - 6x + 25} = \sqrt{x^2 + 2x + 5} + \sqrt{x^2 - 8x + 41}$"
11-C5a-25,11,7,quadratic_basic,987,"$(p,q) = (\pm(\sqrt{3}+\sqrt{2}), \sqrt{6})$ или $(\pm(\sqrt{3}-\sqrt{2}), -\sqrt{6})$.","Пусть $x_1, x_2$ — корни квадратного уравнения $x^2 + px + q = 0$, где $p$ и $q$ — действительные числа, причём $q \neq 0$. Рассмотрим последовательность чисел $a_n = x_1^{2n} + x_2^{2n}$ для $n \in \mathbb{N}$. Известно, что $a_1 = 5$ и $a_2 = 13$. Найдите все возможные значения $p$ и $q$."
11-B3-1-L6-gh3,11,6,fraction_of_number,81,$60$ руб.,"У Васи было $120$ рублей. Сначала он потратил $\d\frac{1}{4}$ всех денег, а затем $\d\frac{1}{3}$ остатка. Сколько рублей осталось?"
11-B3-3-L6-g911,11,6,fraction_of_number,84,$135$ руб.,"У Васи было $240$ рублей. Сначала он потратил $\d\frac{1}{4}$ всех денег, а затем $\d\frac{1}{4}$ остатка. Сколько рублей осталось?"
11-C1-L3-fill-2,11,3,quadratic_basic,199,$23$.,"Известно, что $x+\dfrac1x=5$. Найдите значение выражения $x^2+\dfrac1{x^2}$."
11-F2-20,11,4,fraction_of_number,102,"Доказано: $AB$ — поляра $P$, и $\d\frac{2}{PZ}=\d\frac{1}{PX}+\d\frac{1}{PY}$ (гармоническая четвёрка $(P,Z;X,Y)=-1$)","Точка $P$ лежит вне окружности $\omega$ с центром $O$. Из $P$ проведены касательные $PA$, $PB$ ($A,B$ — точки касания) и произвольная секущая, пересекающая $\omega$ в точках $X$ и $Y$. Докажите, что прямая $AB$ (поляра точки $P$) проходит через точку, гармонически сопряжённую с $P$ относительно $X,Y"
11-F3-16,11,4,fraction_of_number,88,Тождество $\dfrac1a=\dfrac1b+\dfrac1c$ доказано (теорема Птолемея),"В правильном семиугольнике обозначим через $a$ его сторону, через $b$ — кратчайшую диагональ, через $c$ — наибольшую диагональ. Докажите тождество $\d\frac{1}{a}=\d\frac{1}{b}+\d\frac{1}{c}$."
11-C4-11,11,7,quadratic_basic,1555,"Существует подстановка, например, исходная тройка (a, b, c). Неравенство выполняется по неравенству Коши-Буняковского и ","Даны положительные числа $a, b, c$, удовлетворяющие условию $a+b+c = 3$. Докажите, что существует такая подстановка $(x, y, z)$, являющаяся перестановкой чисел $(a, b, c)$, что $\frac{x^2}{y+z} + \frac{y^2}{z+x} + \frac{z^2}{x+y} \geq \frac{3}{2}$."
11-C4-5,11,7,quadratic_basic,1914,Равенство при $x = y = z = 1$,"Докажите, что для любых действительных чисел $x, y, z$, удовлетворяющих условию $xyz = 1$, выполняется неравенство:
$
\frac{1}{x^2 + 1} + \frac{1}{y^2 + 1} + \frac{1}{z^2 + 1} \leq 2
$
При каких $x, y, z$ достигается равенство?"
11-C1-3-L8-gh5,11,8,quadratic_basic,678,Равенство достигается при $x = y = z = \frac13$.,"Пусть $x, y, z > 0$ и $x + y + z = 1$. Докажите, что
$$\frac{1}{x^2 + y^2 + z^2} + \frac{1}{xy + yz + zx} \ge 12.$$
Найдите все тройки $(x, y, z)$, для которых достигается равенство."
11-C2-1-L8-gh3,11,8,quadratic_basic,1904,1,"Найдите наибольшее значение выражения $\frac{x^2 + y^2 + z^2}{xy + yz + zx}$ для положительных чисел $x, y, z$, удовлетворяющих условию $x + y + z = 1$."
11-C2-2-L8-gh3,11,8,quadratic_basic,341,5,"Найдите наименьшее значение выражения $x^2 + y^2 + z^2$ для вещественных чисел $x, y, z$, удовлетворяющих условиям $x + y + z = 1$ и $xy + yz + zx = -1$."
11-C2-3-L8-gh3,11,8,quadratic_basic,460,3,"Найдите наименьшее возможное значение выражения $\frac{x^2}{y} + \frac{y^2}{z} + \frac{z^2}{x}$ для положительных действительных чисел $x, y, z$, удовлетворяющих условию $x + y + z = 3$."
11-C3-1-L2-g3,11,2,fraction_of_number,53,$1$,Вычислите значение выражения $\d\frac{10}{12}+\d\frac{2}{12}$.
11-C4-1-g,11,4,gcd_lcm_basic,60,$12$,Найдите наименьшее общее кратное чисел $3$ и $4$.
11-C4-2-g,11,4,gcd_lcm_basic,60,$24$,Найдите наименьшее общее кратное чисел $8$ и $3$.
11-C4-3-g,11,4,gcd_lcm_basic,60,$18$,Найдите наименьшее общее кратное чисел $6$ и $9$.
11-C3-1-L7-gh3,11,7,quadratic_basic,3325,$\sqrt{2}$,Найдите наименьшее значение выражения $\sqrt{(x-2)^2+y^2}+\sqrt{x^2+(y-2)^2}+\sqrt{(x-1)^2+(y-1)^2}$ при действительных $x$ и $y$.
11-C3-2-L7-gh3,11,7,quadratic_basic,330,1,"Найдите наименьшее значение выражения $\frac{x^2 + y^2 + z^2}{xy + yz + zx}$ для положительных чисел $x, y, z$, удовлетворяющих условию $x + y + z = 3$."
11-C3-3-L7-gh3,11,7,quadratic_basic,305,4,"Найдите наименьшее значение функции $f(x) = x^4 - 4x^3 + 6x^2 - 4x + 5$ на отрезке $[0, 3]$."
11-C3-1-L8-gh3,11,8,quadratic_basic,585,$3\sqrt{2}$,"Найдите наименьшее значение выражения $\sqrt{x^2+1}+\sqrt{y^2+1}+\sqrt{z^2+1}$, где $x,y,z$ — действительные числа, удовлетворяющие условию $x+y+z=3$ и $xy+yz+zx=3$."
11-C3-1-L8-gst2,11,8,quadratic_basic,2117,3,Найдите наименьшее значение функции $f(x) = \frac{4x^2 + 8x + 5}{x^2 + 2x + 2}$ при $x \in \mathbb{R}$.
11-C3-2-L8-gh3,11,8,quadratic_basic,791,0.5,"Найдите наименьшее значение выражения $x^2+y^2$ при условии, что числа $x, y$ действительны и удовлетворяют неравенству $|x|+|y| \geq 1$."
11-C3-3-L8-gh3,11,8,quadratic_basic,809,-\frac{1}{3},"Найдите наименьшее значение выражения $x^2 + y^2 + z^2 - 2xy - 2yz - 2zx$ для действительных чисел $x, y, z$, удовлетворяющих условию $x + y + z = 1$."
11-C3-4-L8-gh3,11,8,quadratic_basic,544,$2\sqrt{2}$,"Найдите наименьшее значение выражения $\sqrt{x^2+y^2}+\sqrt{(x-1)^2+y^2}+\sqrt{x^2+(y-1)^2}+\sqrt{(x-1)^2+(y-1)^2}$ по всем вещественным $x,y$."
11-D1-2-L2-g3,11,2,fraction_of_number,49,$1$,Вычислите значение выражения $\d\frac{2}{4}+\d\frac{5}{10}$.
11-D1-4-L2-g3,11,2,fraction_of_number,48,$1$,Вычислите значение выражения $\d\frac{4}{8}+\d\frac{4}{8}$.
11-C4-3,11,7,quadratic_basic,2063,$x=\frac12$,"Решите уравнение в действительных числах: $\frac{1}{\sqrt{x^2+1}}+\frac{1}{\sqrt{(x-1)^2+1}}=\frac{2}{\sqrt{1+\left(\frac{1}{2}\right)^2}}.$

Подсказка: попробуйте интерпретировать каждое слагаемое как расстояние между точками на плоскости."
11-D1-24,11,7,crt_basic,13809,"Доказать, что N составное.","Натуральное число $N$ таково, что при делении на $13$ оно даёт остаток $1$, а при делении на $17$ — остаток $5$. Каждую цифру десятичной записи числа $N$ увеличили на $k$ (где $k$ — целое число от $0$ до $9$), при этом если цифра становилась больше $9$, то из неё вычитали $10$ (то есть рассматривали"
11-D1-1-L8-g911,11,8,quadratic_basic,3640,"$a \in (\sqrt{5}, \sqrt{10})$","Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-2x+2}+\sqrt{x^2-6x+13}=a$ имеет ровно два различных решения."
11-D1-23,11,8,gcd_lcm_basic,1777,$1$,"На доске написано несколько различных натуральных чисел, каждое из которых не превосходит $1000$. Известно, что для любых двух различных чисел $a$ и $b$ из этого набора число $a-b$ делится на их наименьшее общее кратное. Найдите максимально возможное количество чисел на доске."
11-D2-1-L1-g3,11,1,quadratic_basic,29,$a=3$,При каком $a$ уравнение $3x^2=12$ имеет корень $x=2$?
11-D2-2-L1-g3,11,1,quadratic_basic,30,$a=6$,При каком $a$ уравнение $6x^2=150$ имеет корень $x=5$?
11-D2-1-L2-g3,11,2,quadratic_basic,29,$a=4$,При каком $a$ уравнение $4x^2=64$ имеет корень $x=4$?
11-D2-3-L2-g3,11,2,quadratic_basic,30,$a=3$,При каком $a$ уравнение $3x^2=147$ имеет корень $x=7$?
11-D2-1-L3-gst2,11,3,quadratic_basic,24,$a>1$,При каких $a$ уравнение $x^2-2x+9=0$ не имеет корней?
11-D2-1-L4-g3,11,4,quadratic_basic,29,$a=6$,При каком $a$ уравнение $6x^2=54$ имеет корень $x=3$?
11-D2-2-L4-g3,11,4,quadratic_basic,29,$a=2$,При каком $a$ уравнение $2x^2=72$ имеет корень $x=6$?
11-D2-1-L6-gh4,11,6,quadratic_basic,38,$a=4$,При каких $a$ уравнение $x^2-4x+a=0$ имеет единственный корень?
11-D2-2-L7-gh3,11,7,quadratic_basic,849,$a = 3$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2 - 4x + 4} + \sqrt{x^2 + 2x + 1} = a$ имеет ровно два различных корня."
11-D2-2-L7-gst2,11,7,quadratic_basic,1109,"$a \in (-\infty, 0)$","Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-4x+4} = |x-2| + a$ имеет ровно два различных корня."
11-D2-3-L7-gh3,11,7,quadratic_basic,527,$a = 3$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-4x+5} + \sqrt{x^2-4x+8} = a$ имеет ровно одно решение."
11-D2-6-L7-gf,11,7,quadratic_basic,1405,$a\in(-1;0)\cup(0;2)$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-2ax+4a}+\sqrt{x^2-4x+4}=a+2$ имеет ровно два различных корня."
11-D2-10-L8-gf,11,8,quadratic_basic,2834,$a=4$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2-4x+4}+\sqrt{x^2+4x+4}=a$ имеет ровно один корень."
11-D2-7-L8-gf,11,8,quadratic_basic,2886,$a = 0$,"Найдите все значения параметра $a$, при которых уравнение $\sqrt{x^2 - 2ax + a^2 + 1} = \sqrt{x^2 + 2ax + a^2 + 1}$ имеет ровно одно решение."
11-D2-8-L8-gf,11,8,quadratic_basic,2282,$a \in (\sqrt{2} + 1; +\infty)$,"Найдите все значения параметра $a$, при каждом из которых уравнение

$\sqrt{2x^2 - 4x + 3} = a - x$

имеет ровно два различных решения."
11-D3-1-L1-g2,11,1,quadratic_basic,59,"$x_1=6, x_2=0$",Решите уравнение: $x^2-6x+0=0$.
11-D3-2-L1-g2,11,1,quadratic_basic,59,"$x_1=5, x_2=0$",Решите уравнение: $x^2-5x+0=0$.
11-D3-3-L1-g2,11,1,quadratic_basic,62,"$x_1=5, x_2=-3$",Решите уравнение: $x^2-2x-15=0$.
11-D3-4-L1-g2,11,1,quadratic_basic,62,"$x_1=6, x_2=-6$",Решите уравнение: $x^2+0x-36=0$.
11-D3-5-L1-g2,11,1,quadratic_basic,61,"$x_1=5, x_2=-1$",Решите уравнение: $x^2-4x-5=0$.
11-D3-10-L2-g2,11,2,quadratic_basic,62,"$x_1=9, x_2=-3$",Решите уравнение: $x^2-6x-27=0$.
11-D3-7-L2-g2,11,2,quadratic_basic,62,"$x_1=1, x_2=-4$",Решите уравнение: $x^2+3x-4=0$.
11-D3-8-L2-g2,11,2,quadratic_basic,62,"$x_1=4, x_2=-4$",Решите уравнение: $x^2+0x-16=0$.
11-D3-9-L2-g2,11,2,quadratic_basic,63,"$x_1=2, x_2=-8$",Решите уравнение: $x^2+6x-16=0$.
11-D3-11-L3-g2,11,3,quadratic_basic,59,"$x_1=3, x_2=0$",Решите уравнение: $x^2-3x+0=0$.
11-D3-12-L3-g2,11,3,quadratic_basic,63,"$x_1=5, x_2=-9$",Решите уравнение: $x^2+4x-45=0$.
11-D3-13-L3-g2,11,3,quadratic_basic,62,"$x_1=1, x_2=-9$",Решите уравнение: $x^2+8x-9=0$.
11-D3-14-L3-g2,11,3,quadratic_basic,61,"$x_1=4, x_2=-1$",Решите уравнение: $x^2-3x-4=0$.
11-D3-15-L3-g2,11,3,quadratic_basic,61,"$x_1=3, x_2=-1$",Решите уравнение: $x^2-2x-3=0$.
11-D3-17-L4-g2,11,4,quadratic_basic,63,"$x_1=2, x_2=-9$",Решите уравнение: $x^2+7x-18=0$.
11-D3-20-L4-g2,11,4,quadratic_basic,63,"$x_1=3, x_2=-7$",Решите уравнение: $x^2+4x-21=0$.
11-D3-L4-fill-1,11,4,quadratic_basic,207,$x=2$ или $x=-10$.,Решите уравнение: $x^2+8x-20=0$.
11-D3-L4-fill-2,11,4,quadratic_basic,140,"$x_1=3, x_2=4$",Решите уравнение: $x^2-7x+12=0$.
11-D3-L4-fill-3,11,4,quadratic_basic,254,$x=8$ или $x=-5$.,Решите уравнение: $x^2-3x-40=0$.
11-D3-21-L5-g2,11,5,quadratic_basic,56,$-12$,Один из корней уравнения $x^2+4x-96=0$ равен $8$. Найдите второй корень.
11-D3-22-L5-g2,11,5,quadratic_basic,44,$-7$,При каком $k$ число $3$ является корнем уравнения $x^2+kx+10=0$?
11-D3-23-L5-g2,11,5,fraction_of_number;quadratic_basic,73,$\d\frac{5}{6}$,Найдите сумму $\d\frac{1}{x_1}+\d\frac{1}{x_2}$ для корней уравнения $x^2-5x+6=0$.
11-D3-24-L5-g2,11,5,quadratic_basic,43,$-4$,При каком $k$ число $5$ является корнем уравнения $x^2+kx-5=0$?
11-D3-25-L5-g2,11,5,quadratic_basic,37,$10$,Найдите произведение корней уравнения $x^2-(7)x+10=0$.
11-F2-1-L6-g911,11,6,handshake,62,$55$,На конференции $11$ человек пожали друг другу руки. Сколько всего рукопожатий?
11-F2-1-L8-g911,11,8,quadratic_basic,1143,"$(1,1,1)$ и $(1,1,2)$ с точностью до перестановки.","Найдите все тройки натуральных чисел $(x, y, z)$, удовлетворяющие уравнению $x^2 + y^2 + z^2 = 3xyz$."
11-F2-2-L8-g911,11,8,quadratic_basic,1065,"Единственная тройка: $(1,1,1)$.","Найдите все тройки натуральных чисел $(x, y, z)$, удовлетворяющие уравнению $x^2 + y^2 + z^2 = 2xyz$."
11-F2-3-L8-g911,11,8,quadratic_basic,1841,"$(1,1,1)$, $(1,1,2)$, $(1,2,1)$, $(2,1,1)$, $(1,2,5)$, $(1,5,2)$, $(2,1,5)$, $(2,5,1)$, $(5,1,2)$, $(5,2,1)$, $(1,5,13)$","Найдите все тройки натуральных чисел $(x, y, z)$ такие, что $x^2 + y^2 + z^2 = 3xyz$."
11-F3-1-L6-g911,11,6,socks_pigeonhole,65,$9$,"В мешке носки $8$ цветов (поровну). Какое наименьшее число носков нужно вытащить, чтобы гарантированно была пара одного цвета?"
11-G2-1-L6-gh3,11,6,domino_tiling,19,да,Можно ли прямоугольник $5\times4$ замостить доминошками $1\times2$?
11-G2-2-L6-gh3,11,6,domino_tiling,20,нет,Можно ли прямоугольник $3\times3$ замостить доминошками $1\times2$?
11-G2-4-L6-gh3,11,6,domino_tiling,80,нет,Можно ли покрыть прямоугольник $6\times6$ без двух противоположных угловых клеток доминошками $1\times2$?
11-G2-5-L6-gh3,11,6,domino_tiling,70,нет,Прямоугольник $4\times5$ без двух противоположных углов. Можно ли замостить доминошками?
11-G2-6-L6-gh3,11,6,domino_tiling,70,нет,Прямоугольник $3\times5$ без двух противоположных углов. Можно ли замостить доминошками?
11-G2-7-L6-gh3,11,6,domino_tiling,21,нет,Можно ли прямоугольник $5\times3$ замостить доминошками $1\times2$?
6-A1-L4-fill-0071,6,4,gcd_lcm_basic,144,72,Найдите наименьшее общее кратное чисел 24 и 36.
10-C1-L6-fill-0276,10,6,quadratic_basic,493,"$a \in (-2\sqrt{2}, 2\sqrt{2})$","Найдите все значения параметра $a$, при которых система уравнений $$\begin{cases} x^2 + y^2 = 4, \\ x + y = a \end{cases}$$ имеет ровно два различных решения."
8-F1-L5-fill-0120,8,5,quadratic_basic,119,3; 4,Решите уравнение $x^2 - 7x + 12 = 0$.
9-B1-L2-fill-0181,9,2,quadratic_basic,301,$(3;4)$ и $(4;3)$,Решите систему уравнений: $\begin{cases} x^2 + y^2 = 25 \\ x + y = 7 \end{cases}$.
9-A3-L2-fill-0183,9,2,quadratic_basic,212,"-2, -1, 1, 2",Решите уравнение: $x^4 - 5x^2 + 4 = 0$.
7-A3-L3-fill-0085,7,3,quadratic_basic,119,$(x-5)(x+3)$,Разложите на множители: $x^2 - 2x - 15$.
6-D1-L1-fill-0044,6,1,gcd_lcm_basic,175,12,Найдите наибольший общий делитель чисел 24 и 36.
5-D3-L2-fill-0016,5,2,crt_basic,341,23,"Найдите наименьшее натуральное число, которое при делении на 6 даёт остаток 5, а при делении на 8 даёт остаток 7."
8-A1-L3-fill-0099,8,3,quadratic_basic,134,2; 3,Решите уравнение $x^2 - 5x + 6 = 0$.
10-C3-L8-fill-0296,10,8,quadratic_basic,910,"$(1,1), (1,-1), (-1,1), (-1,-1), (2,0), (0,2), (-2,0), (0,-2)$","Найдите все пары целых чисел $(x,y)$, удовлетворяющие системе: $\begin{cases} x^2 + y^2 = 2(xy + 1) \\ |x-y| \leq 2 \end{cases}$."
6-D1-L2-fill-0051,6,2,gcd_lcm_basic,158,12,Найдите наибольший общий делитель чисел 48 и 60.
8-A2-L3-fill-0100,8,3,quadratic_basic,168,7,Найдите сумму корней уравнения $x^2 - 7x + 12 = 0$.
11-D2-L3-fill-0350,11,3,quadratic_basic,2817,"$a \in [1, 2)$",При каких значениях параметра $a$ уравнение $\sqrt{x^2 - 2x + 1} = a - x$ имеет ровно одно решение?
8-B3-L3-fill-0104,8,3,quadratic_basic,399,4,"Найдите наименьшее значение выражения $x^2 + y^2 + \frac{1}{x^2} + \frac{1}{y^2}$ при положительных $x$ и $y$, если $x^2+y^2=2$."
9-A1-L7-fill-0233,9,7,quadratic_basic,640,a = 3,"Найдите все значения параметра $a$, при которых уравнение $x^2 - (a+1)x + a = 0$ имеет два различных положительных корня, и сумма их квадратов равна $5$."
6-A1-L3-fill-0056,6,3,gcd_lcm_basic,181,36,Найдите наименьшее общее кратное чисел 12 и 18.
